Albumn,Artist,Release date,Genre,Label,Meta_Score
We Can Do Anything,Violent Femmes,Mar 4 2016,['Pop/Rock'],['PIAS'],61
Abbar El Hamada,Aziza Brahim,Mar 4 2016,['International'],['Glitterbeat'],67
Long Way Home,Låpsley,Mar 4 2016,['Electronic'],['XL'],73
Emily's D+Evolution,Esperanza Spalding,Mar 4 2016,['Jazz'],['Concord'],84
Limitless,Tonight Alive,Mar 4 2016,['Pop/Rock'],['Fearless Records'],67
Echtzeit,Qluster,Mar 4 2016,['Electronic'],['Bureau B'],74
Ouroboros,Ray LaMontagne,Mar 4 2016,['Pop/Rock'],['RCA'],80
Of Course You Are,Robert Pollard,Mar 4 2016,['Pop/Rock'],['Fire Records'],78
Old Magick,Steven James Adams,Mar 4 2016,['Pop/Rock'],['Fortuna'],79
Xtreme Now,Prince Rama,Mar 4 2016,['Electronic'],['Carpark Records'],69
Made in the Manor,Kano,Mar 4 2016,['Rap'],['Parlophone'],67
Eraser Stargazer,Guerilla Toss,Mar 4 2016,['Pop/Rock'],['DFA'],71
The Rarity of Experience,Chris Forsyth & the Solar Motel Band,Mar 4 2016,['Pop/Rock'],['No Quarter'],76
Varmints,Anna Meredith,Mar 4 2016,['Electronic'],['Moshi Moshi Records'],84
Arcology,Thug Entrancer,Mar 4 2016,['Electronic'],['Caroline'],79
No Manchester,Mexrrissey,Mar 4 2016,['Latin'],['Cooking Vinyl'],68
Petrol,Anenon,Mar 4 2016,['Pop/Rock'],['Friends of Friends'],77
See How,Pete Aves,Mar 4 2016,['Pop/Rock'],['Stress Tested'],80
Jettison the Valley,Carter Tanton,Mar 4 2016,['Pop/Rock'],['Western Vinyl Records'],74
From Caplan to Belsize,Muncie Girls,Mar 4 2016,['Punk'],['Animal Style'],98
You're Doomed. Be Nice.,Rob Crow's Gloomy Place,Mar 4 2016,['Pop/Rock'],['Temporary Residence'],77
At the Dam,Mary Lattimore,Mar 4 2016,['Electronic'],['Ghostly International'],77
Rainbow Ends,Emitt Rhodes,Feb 26 2016,['Pop/Rock'],['Omnivore'],81
Convenanza,Andrew Weatherall,Feb 26 2016,['Dance'],['Rotters Golf Club'],71
Know Where To Run,Barry Adamson,Feb 26 2016,['Pop/Rock'],['Central Control'],78
Keep It Together,Lily & Madeleine,Feb 26 2016,['Pop/Rock'],['New West Records'],70
99 Cents,Santigold,Feb 26 2016,['Electronic'],['Atlantic'],71
In Search of Harperfield,Emma Pollock,Feb 26 2016,['Pop/Rock'],['Chemikal Underground'],83
Dig in Deep,Bonnie Raitt,Feb 26 2016,['Pop/Rock'],['Redwing Music'],82
SVIIB,School of Seven Bells,Feb 26 2016,['Pop/Rock'],['Vagrant'],83
Meet the Humans,Steve Mason,Feb 26 2016,['Pop/Rock'],['Domino'],81
Plaza,Quilt,Feb 26 2016,['Pop/Rock'],['Mexican Summer'],76
For All Kings,Anthrax,Feb 26 2016,['Pop/Rock'],['Megaforce'],70
Stranger Things,Yuck,Feb 26 2016,['Pop/Rock'],[],62
The Ridge,Sarah Neufeld,Feb 26 2016,['Pop/Rock'],['Paper Bag Inc'],70
Grandfeathered,Pinkshinyultrablast,Feb 26 2016,['Pop/Rock'],['Shellshock'],77
"I Like It When You Sleep, For You Are So Beautiful Yet So Unaware of It",The 1975,Feb 26 2016,['Pop/Rock'],['Interscope'],75
How to Dance,Mount Moriah,Feb 26 2016,['Pop/Rock'],['Merge'],78
Summertime: Willie Nelson Sings Gershwin,Willie Nelson,Feb 26 2016,['Jazz'],['Sony Music'],71
When You Walk a Long Distance You Are Tired,Mothers,Feb 26 2016,['Pop/Rock'],['Grand Jury'],79
George Fest: A Night to Celebrate the Music of George Harrison [Live],Various Artists,Feb 26 2016,['Pop/Rock'],['BMG Rights Management'],70
Going Down in History,Waco Brothers,Feb 26 2016,['Alt-Country'],['Bloodshot'],80
Higher Power,The Dirty Nil,Feb 26 2016,['Pop/Rock'],['Dine Alone'],73
This Unruly Mess I've Made,Macklemore & Ryan Lewis,Feb 26 2016,['Rap'],['Macklemore'],59
Hills End,DMA's,Feb 26 2016,['Pop/Rock'],['Infectious'],71
Loop the Loop,Bullion,Feb 26 2016,['Electronic'],['Deek'],84
At Hope's Ravine,Holy Esque,Feb 26 2016,['Pop/Rock'],['Beyond The Frequency'],71
God Don't Never Change: The Songs of Blind Willie Johnson,Various Artists,Feb 26 2016,['Blues'],['Alligator Records'],72
LNZNDRF,LNZNDRF,Feb 26 2016,['Pop/Rock'],['4AD'],70
The Gospel,Årabrot,Feb 26 2016,['Pop/Rock'],['Fysisk Format'],82
Värähtelijä,Oranssi Pazuzu,Feb 26 2016,['Experimental'],['Svart'],83
Vroom Vroom [EP],Charli XCX,Feb 26 2016,['Pop/Rock'],['Vroom Vroom'],64
Anvil Is Anvil,Anvil,Feb 26 2016,['Pop/Rock'],['Steamhammer'],68
Charlene,Tweet,Feb 26 2016,['R&B'],['eOne'],74
Feels,Feels,Feb 26 2016,['Pop/Rock'],['Castle Face'],73
Side Pony,Lake Street Dive,Feb 19 2016,['Pop/Rock'],['Nonesuch'],76
Love Yes,TEEN,Feb 19 2016,['Pop/Rock'],['Carpark Records'],75
Taking One For The Team,Simple Plan,Feb 19 2016,['Pop/Rock'],['Atlantic'],65
Basar,Africaine 808,Feb 19 2016,['Electronic'],['Golf Channel'],77
Life of Pause,Wild Nothing,Feb 19 2016,['Pop/Rock'],['Bella Union'],74
Void Beats/Invocation Trex,Cavern of Anti-Matter,Feb 19 2016,['Pop/Rock'],['Duophonic'],77
Painting With,Animal Collective,Feb 19 2016,,['Domino'],69
Grasque,Choir of Young Believers,Feb 19 2016,['Pop/Rock'],['Ghostly International'],59
"Yes, I'm a Witch Too",Yoko Ono,Feb 19 2016,['Pop/Rock'],['Manimal Vinyl'],74
Livin' on a High Note,Mavis Staples,Feb 19 2016,['R&B'],['Epitaph'],76
Century Plaza,Dan Sartain,Feb 19 2016,['Pop/Rock'],['One Little Indian'],73
Marlon Williams,Marlon Williams,Feb 19 2016,['Pop/Rock'],['Dead Oceans Records'],77
Neo,So Pitted,Feb 19 2016,['Pop/Rock'],['Sub Pop'],77
The Heretic's Bargain,Rangda,Feb 19 2016,['Pop/Rock'],['Drag City'],75
Victorious,Wolfmother,Feb 19 2016,['Pop/Rock'],['Universal'],61
Ultimate Care II,Matmos,Feb 19 2016,['Electronic'],['Thrill Jockey'],76
Phase,Jack Garratt,Feb 19 2016,['Pop/Rock'],['Interscope'],64
Daze,Brood Ma,Feb 19 2016,['Electronic'],['Tri Angle'],79
Need Your Light,Ra Ra Riot,Feb 19 2016,['Pop/Rock'],['Barsuk'],69
Principe del Norte,Prins Thomas,Feb 19 2016,['Electronic'],['Smalltown Supersound'],76
Banshee,The Cave Singers,Feb 19 2016,['Pop/Rock'],['Jagjaguwar'],62
DJ-Kicks,Moodymann,Feb 19 2016,['Electronic'],['!K7'],83
Here Be Monsters,Motorpsycho,Feb 19 2016,['Pop/Rock'],['Rune Grammofon'],83
Lola,Carrie Rodriguez,Feb 19 2016,['Country'],['Luz'],75
Demain Est une Autre Nuit,Essaie Pas,Feb 19 2016,['Electronic'],['DFA'],76
In My Mind,BJ the Chicago Kid,Feb 19 2016,['R&B'],['Motown'],84
Traditional Synthesizer Music,Venetian Snares,Feb 19 2016,['Electronic'],['Planet Mu'],76
Seth Bogart,Seth Bogart,Feb 19 2016,['Pop/Rock'],['Burger Records'],81
The  Art of Hustle,Yo Gotti,Feb 19 2016,['Rap'],['Epic'],74
Rot Forever,Sioux Falls,Feb 19 2016,['Pop/Rock'],['Standard Brickhouse'],77
Wise Ol' Man [EP],The Fall,Feb 19 2016,['Alternative/Indie Rock'],['Cherry Red'],71
Old Adam,Fay Hield,Feb 19 2016,['Folk'],['Soundpost Records'],78
On Vacation,CFCF,Feb 19 2016,,['International Feel Recordings'],75
Mowing,Michael Nau,Feb 19 2016,['Pop/Rock'],['Suicide Squeeze'],79
The Life Of Pablo,Kanye West,Feb 13 2016,['Rap'],"['Def Jam ', ' GOOD']",75
Synesthetica,Radiation City,Feb 12 2016,['Pop/Rock'],['Polyvinyl'],80
Everybody's Dying To Meet You,Flowers,Feb 12 2016,['Pop/Rock'],['Kanine Records'],63
Cardinal,Pinegrove,Feb 12 2016,['Pop/Rock'],['Run for Cover Records'],84
Spilt Milk,Peter Astor,Feb 12 2016,['Pop/Rock'],['Slumberland'],76
My Wild West,Lissie,Feb 12 2016,['Pop/Rock'],['Thirty Tigers'],73
Hidden City,The Cult,Feb 12 2016,['Pop/Rock'],['Cooking Vinyl'],68
Fever Daydream,The Black Queen,Feb 12 2016,['Pop/Rock'],['The Black Queen'],74
Good Advice,Basia Bulat,Feb 12 2016,['Pop/Rock'],['Secret City Records'],73
K 2.0,Kula Shaker,Feb 12 2016,['Pop/Rock'],['Strangefolk'],58
Né So,Rokia Traoré,Feb 12 2016,['International'],['Nonesuch'],78
Down to My Last Bad Habit,Vince Gill,Feb 12 2016,['Bluegrass'],['MCA'],80
Hiperasia,El Guincho,Feb 12 2016,['R&B'],['Everlasting'],72
Operator,Telegram,Feb 12 2016,['Pop/Rock'],['Gramgram'],74
Wynonna & the Big Noise,Wynonna & The Big Noise,Feb 12 2016,['Country'],['Curb'],88
Skifflin',The Skiffle Players,Feb 12 2016,['Pop/Rock'],['Spiritual Pajamas'],77
EVOL,Future,Feb 6 2016,['Rap'],['Epic'],68
Crime Cutz [EP],Holy Ghost!,Feb 6 2016,['Electronic'],['DFA'],67
The Psychedelic Swamp,Dr. Dog,Feb 5 2016,['Pop/Rock'],"['Anti', 'Epitaph']",72
I'm Up [Mixtape],Young Thug,Feb 5 2016,['Rap'],['300 Entertainment'],76
Mass Gothic,Mass Gothic,Feb 5 2016,['Pop/Rock'],['Sub Pop Records'],67
The  Ghosts of Highway 20,Lucinda Williams,Feb 5 2016,['Country'],['Highway 20 Records'],83
Human Ceremony,Sunflower Bean,Feb 5 2016,['Pop/Rock'],['Fat Possum'],73
Is the Is Are,DIIV,Feb 5 2016,['Pop/Rock'],['Captured Tracks'],72
Commontime,Field Music,Feb 5 2016,['Pop/Rock'],['Memphis Industries'],79
Wonderful Crazy Night,Elton John,Feb 5 2016,['Pop/Rock'],['Island'],70
Resort,Tuff Love,Feb 5 2016,['Electronic'],['Lost Map'],72
What Do People Do All Do All Day,Working for a Nuclear Free City,Feb 5 2016,['Electronic'],['Melodic'],72
Thought Rock Fish Scale,Nap Eyes,Feb 5 2016,['Pop/Rock'],['Paradise of Bachelors'],74
Pool,Porches,Feb 5 2016,['Pop/Rock'],['Domino'],75
The Gamble,Nonkeen,Feb 5 2016,['Electronic'],['R&S Records'],75
Big Black Coat,Junior Boys,Feb 5 2016,['Electronic'],['City Slang'],80
Heaven Adores You [Original Motion Picture Soundtrack],Elliott Smith,Feb 5 2016,['Pop/Rock'],['Universal'],79
No More Lamps in the Morning,Josephine Foster,Feb 5 2016,['Pop/Rock'],['Fire Records'],77
Supernatural Love,Sidestepper,Feb 5 2016,,['Real World'],84
All I Need,Foxes,Feb 5 2016,['Pop/Rock'],['Sign of the Times'],67
Scheherazade,Freakwater,Feb 5 2016,['Country'],['Bloodshot'],83
Hold On!,The James Hunter Six,Feb 5 2016,['R&B'],['Daptone'],82
We Are King,King,Feb 5 2016,['R&B'],['King Creative'],83
Funs Cool,The Prettiots,Feb 5 2016,['Pop/Rock'],['Rough Trade'],73
Escapements,Beacon,Feb 5 2016,['Electronic'],['Ghostly International'],77
Majid Jordan,Majid Jordan,Feb 5 2016,['Rap'],"['Atlantic ', ' Elektra ', ' Warner Music']",69
Night Driver,Laser,Feb 5 2016,['Pop/Rock'],[],64
X: No Absolutes,Prong,Feb 5 2016,['Pop/Rock'],['Steamhammer'],74
Khalifa,Wiz Khalifa,Feb 5 2016,['Rap'],['Atlantic'],56
Man Made Object,GoGo Penguin,Feb 5 2016,['Jazz'],['Blue Note'],72
Opus,Eric Prydz,Feb 5 2016,['Electronic'],['Virgin EMI'],72
Begin,Lion Babe,Feb 5 2016,['R&B'],['Polydor'],63
Ladies & Gentlemen,Infamous Stringdusters,Feb 5 2016,['Bluegrass'],['Compass'],76
A Minor Thought,Moomin,Feb 5 2016,['Electronic'],['Smallville'],71
Out My Feelings (In My Past),Boosie Badazz,Feb 5 2016,['Rap'],['Empire'],82
Nine Track Mind,Charlie Puth,Jan 29 2016,['Pop/Rock'],['Atlantic'],37
Nevermen,Nevermen,Jan 29 2016,['Pop/Rock'],['Ipecac Recordings'],69
Hymns,Bloc Party,Jan 29 2016,['Pop/Rock'],['BMG Rights Management'],55
Suicide Songs,MONEY,Jan 29 2016,['Pop/Rock'],['Bella Union'],78
This Is Acting,Sia,Jan 29 2016,['Pop'],['RCA'],67
Don't You,Wet,Jan 29 2016,['Pop/Rock'],['Columbia'],61
MartyrLoserKing,Saul Williams,Jan 29 2016,['Rap'],['Fader'],78
Who Sold My Generation,Night Beats,Jan 29 2016,['Pop/Rock'],['PIAS'],80
Lost Property,Turin Brakes,Jan 29 2016,['Pop/Rock'],['Cooking Vinyl'],78
Night Fiction,Cian Nugent,Jan 29 2016,['Pop/Rock'],['Woodsist'],73
Wabi Sabi,Cross Record,Jan 29 2016,['Pop/Rock'],['Ba Da Bing Records'],78
Gumption,Your Friend,Jan 29 2016,['Pop/Rock'],['Domino'],71
Songs in the Key of Animals,Benji Hughes,Jan 29 2016,['Pop/Rock'],['Merge'],57
The Astonishing,Dream Theater,Jan 29 2016,['Pop/Rock'],['Roadrunner Records'],80
Let Me Get By,Tedeschi Trucks Band,Jan 29 2016,['Pop/Rock'],['Fantasy'],78
Vile Child,Milk Teeth,Jan 29 2016,['Pop/Rock'],['Hopeless Records'],88
Promise Everything,Basement,Jan 29 2016,['Pop/Rock'],['Run for Cover Records'],75
Songs of Separation,Songs of Separation,Jan 29 2016,['Folk'],['Navigator'],84
Cayamo Sessions at Sea,Buddy Miller & Friends,Jan 29 2016,['Country'],['New West'],78
Promise,Emily Wells,Jan 29 2016,['Pop/Rock'],['Lefse Records'],78
Islah,Kevin Gates,Jan 29 2016,['Rap'],['Atlantic'],81
Pillars of Ash,Black Tusk,Jan 29 2016,['Pop/Rock'],['Relapse Records'],80
Matter,St. Lucia,Jan 29 2016,['Pop/Rock'],['Columbia'],59
Still in a Dream: A Story of Shoegaze,Various Artists,Jan 29 2016,['Pop/Rock'],['Cherry Red'],81
Stand Up and Speak,DJDS,Jan 29 2016,['Electronic'],['Loma Vista Recordings'],63
Arts & Leisure,Walter Martin,Jan 29 2016,['Alternative/Indie Rock'],['Ile Flottante Music'],77
Weighted Mind,Sierra Hull,Jan 29 2016,['Bluegrass'],['Rounder'],82
Anti,Rihanna,Jan 28 2016,['Pop/Rock'],['Roc Nation'],73
Ritual Spirit [EP],Massive Attack,Jan 28 2016,['Electronic'],['Virgin'],81
Jet Plane And Oxbow,Shearwater,Jan 22 2016,['Pop/Rock'],['Sup Pop'],82
Adore Life,Savages,Jan 22 2016,['Pop/Rock'],['Matador'],82
M:FANS,John Cale,Jan 22 2016,['Pop/Rock'],['Domino'],76
New View,Eleanor Friedberger,Jan 22 2016,['Pop/Rock'],['Frenchkiss Records'],81
Night Thoughts,Suede,Jan 22 2016,['Pop/Rock'],['Rhino'],80
Emotional Mugger,Ty Segall,Jan 22 2016,['Pop/Rock'],['Drag City'],77
The Catastrophist,Tortoise,Jan 22 2016,['Pop/Rock'],['Thrill Jockey'],73
The Waiting Room,Tindersticks,Jan 22 2016,['Pop/Rock'],['City Slang'],82
Each Other,Aidan Knight,Jan 22 2016,['Pop/Rock'],['Outside Music'],75
Infinite Summer,Nzca/Lines,Jan 22 2016,['Pop/Rock'],['Memphis Industries'],74
A Coliseum Complex Museum,The Besnard Lakes,Jan 22 2016,['Pop/Rock'],['Jagjaguwar'],71
Songs for Our Mothers,Fat White Family,Jan 22 2016,['Pop/Rock'],['Fat Possum'],63
Here Come the Rattling Trees,The High Llamas,Jan 22 2016,['Pop/Rock'],['Drag City'],72
ATGCLVLSSCAP,Ulver,Jan 22 2016,['Metal'],['House of Mythology'],71
Original Machines,Conrad Keely,Jan 22 2016,['Pop/Rock'],['Superball Music'],64
Dystopia,Megadeth,Jan 22 2016,['Pop/Rock'],['Universal'],69
Moth,Chairlift,Jan 22 2016,['Pop/Rock'],['Columbia'],73
Love Over Will,Alex Smoke,Jan 22 2016,['Electronic'],['R&S'],73
In the Magic Hour,Aoife O'Donovan,Jan 22 2016,['Folk'],['Yep Roc'],78
Pond Scum,"Bonnie ""Prince"" Billy",Jan 22 2016,,['Drag City'],77
Third Law,Roly Porter,Jan 22 2016,['Electronic'],['Tri Angle'],82
White Bear,The Temperance Movement,Jan 22 2016,['Pop/Rock'],['Earache'],63
Skilled Mechanics,Tricky,Jan 22 2016,['Electronic'],['False Idols'],68
Weem,De Rosa,Jan 22 2016,['Pop/Rock'],['Rock Action'],76
You're Dreaming,The Cactus Blossoms,Jan 22 2016,['Vocal'],['Red House'],78
Something About April II,Adrian Younge,Jan 22 2016,['R&B'],['Linear Labs'],83
Graspers,Akase,Jan 22 2016,['Electronic'],['!K7'],58
Coasts,Coasts,Jan 22 2016,['Pop/Rock'],['Capitol'],59
Para,Lord RAJA,Jan 22 2016,['Electronic'],['Ghostly International'],79
Palana,Charlie Hilton,Jan 22 2016,['Pop/Rock'],['Captured Tracks'],72
4 1/2,Steven Wilson,Jan 22 2016,['Pop/Rock'],['Kscope'],71
Perfect,Half Japanese,Jan 22 2016,['Pop/Rock'],['Joyful Noise'],80
Paradise,Pop. 1280,Jan 22 2016,['Pop/Rock'],['Sacred Bones'],74
Feed the Fire,Promise and the Monster,Jan 22 2016,['Pop/Rock'],['Bella Union'],74
Jesu/Sun Kil Moon,Jesu,Jan 22 2016,['Pop/Rock'],['Rough Trade'],75
Above the Prairie,The Pines,Jan 22 2016,['Folk'],['Red House Records'],80
Better Strangers,Acre,Jan 22 2016,['Electronic'],['Tectonic'],73
Purple Reign [Mixtape],Future,Jan 16 2016,,['Self-released'],71
Confessions of a Romance Novelist,The Anchoress,Jan 15 2016,['Pop/Rock'],['Kscope'],68
Death of a Bachelor,Panic! At the Disco,Jan 15 2016,['Pop/Rock'],['Fueled by Ramen Records'],69
Cautionary Tale,Dylan LeBlanc,Jan 15 2016,['Country'],['Single Lock Records'],74
Not to Disappear,Daughter,Jan 15 2016,['Pop/Rock'],['Glassnote Entertainment Group'],74
Guadalupe Plata (2015),Guadalupe Plata,Jan 15 2016,['Blues'],['Everlasting'],71
Everything Sacred,Yorkston,Jan 15 2016,['Folk'],['Domino'],78
Curve of the Earth,Mystery Jets,Jan 15 2016,['Pop/Rock'],['Caroline'],73
Malibu,Anderson Paak,Jan 15 2016,['Rap'],['Steel Wool Entertainment'],85
The Traveller,Baaba Maal,Jan 15 2016,['Electronic'],['Kobalt'],68
3.5 Degrees,Howes,Jan 15 2016,['Electronic'],['Melodic'],67
Bloodiest,Bloodiest,Jan 15 2016,['Experimental'],['Relapse Records'],74
Pawn Shop,Brothers Osborne,Jan 15 2016,['Country'],['EMI Nashville'],83
Anarchytecture,Skunk Anansie,Jan 15 2016,['Pop/Rock'],['Spinefarm UK'],65
The Revenant [Original Motion Picture Soundtrack],Ryuichi Sakamoto,Jan 15 2016,['Classical'],['Milan'],77
The Blue Hour,Federico Albanese,Jan 15 2016,['Jazz'],['Neue Meister'],80
I Long to See You,Charles Lloyd,Jan 15 2016,['Jazz'],['Blue Note'],74
It's About Time,"Hank Williams, Jr.",Jan 15 2016,['Country'],['Nash Icon'],67
Blackstar,David Bowie,Jan 8 2016,['Pop/Rock'],['Columbia'],87
Leave Me Alone,Hinds,Jan 8 2016,['Pop/Rock'],['Mom & Pop Music'],74
Where Have You Been All My Life?,Villagers,Jan 8 2016,['Pop/Rock'],['Domino'],65
Soft Days,Sea Pinks,Jan 8 2016,['Pop/Rock'],['CF'],72
Wildfire,Rachel Platten,Jan 1 2016,['Pop'],['RCA'],52
In My Feelings (Goin' Thru It),Boosie Badazz,Jan 1 2016,['Rap'],['Lil Boosie'],72
King Push - Darkest Before Dawn: The Prelude,Pusha T,Dec 18 2015,['Rap'],['G.O.O.D.'],85
Purple,Baroness,Dec 18 2015,['Heavy Metal'],['Abraxan Hymns'],85
A Folk Set Apart,Cass McCombs,Dec 18 2015,['Pop/Rock'],['Domino'],73
Tell Me I'm Pretty,Cage the Elephant,Dec 18 2015,['Pop/Rock'],['RCA'],73
Speedin' Bullet 2 Heaven,Kid Cudi,Dec 18 2015,['Rap'],['Republic'],44
Royalty,Chris Brown,Dec 18 2015,['R&B'],['RCA'],59
The Hateful Eight [Original Motion Picture Soundtrack],Ennio Morricone,Dec 18 2015,['Classical'],['Verve'],79
Evangelist,Evangelist,Dec 18 2015,['Pop/Rock'],['Underscore Collective'],82
HITnRUN: Phase Two,Prince,Dec 12 2015,['Pop/Rock'],['NPG'],63
Big GRRRL Small World,Lizzo,Dec 11 2015,['Rap'],[],79
Art Angels,Grimes,Dec 11 2015,['Pop/Rock'],['4AD'],88
Right On!,Jenny Lee,Dec 11 2015,['Pop/Rock'],['Rough Trade'],66
The Buffet,R. Kelly,Dec 11 2015,['R&B'],['RCA'],60
A New Place 2 Drown,Archy Marshall,Dec 11 2015,['Pop/Rock'],['True Panther Sounds'],74
Chorus [Box Set],Lush,Dec 11 2015,['Pop/Rock'],['4AD'],85
Christmas in Reno,Cassie Ramone,Dec 11 2015,['Holiday'],['Burger Records'],67
Ardipithecus,Willow Smith,Dec 11 2015,['Pop/Rock'],['Roc Nation'],51
Goin' Your Way [Live],Neil Finn,Dec 11 2015,['Pop/Rock'],['EMI'],79
Speaks Evil,Giuda,Dec 11 2015,['Pop/Rock'],['Burning Heart'],75
Long Lost Suitcase,Tom Jones,Dec 4 2015,['Adult Contemporary'],['S-Curve'],75
A Head Full of Dreams,Coldplay,Dec 4 2015,['Britpop'],['Atlantic'],60
Kannon,Sunn O))),Dec 4 2015,['Electronic'],['Southern Lord Records'],81
Return of the Tender Lover,Babyface,Dec 4 2015,['R&B'],['Def Jam'],76
The Ties That Bind: The River Collection [Box Set],Bruce Springsteen,Dec 4 2015,['Pop/Rock'],['Columbia'],91
Science & Magic,Lil Bub,Dec 4 2015,['Electronic'],['Joyful Noise'],72
Black Market,Rick Ross,Dec 4 2015,['Rap'],['Def Jam'],61
Kubrick,Soulsavers,Dec 4 2015,['Pop/Rock'],['San Quentin'],64
When It's Dark Out,G-Eazy,Dec 4 2015,['Rap'],['RCA'],74
Late Nights: The Album,Jeremih,Dec 4 2015,['R&B'],['Def Jam'],78
Blue Neighbourhood,Troye Sivan,Dec 4 2015,['Pop'],['Capitol'],80
But You Cain't Use My Phone [Mixtape],Erykah Badu,Nov 27 2015,,['Self-released'],74
Product,SOPHIE,Nov 27 2015,['Pop'],['Numbers'],74
Monastic Living [EP],Parquet Courts,Nov 27 2015,['Pop/Rock'],['Rough Trade'],56
"Fever 121614, Live in Japan",Deerhoof,Nov 27 2015,['Pop/Rock'],['Deerhoof'],77
Wake Up!,Pope Francis I,Nov 27 2015,['Gospel'],['Believe'],52
Ty-Rex [Reissue],Ty Segall,Nov 27 2015,['Pop/Rock'],['Goner Records'],77
Rivers and Streams,Lubomyr Melnyk,Nov 27 2015,['Avant-Garde'],['Erased Tapes Records'],79
Skeletons,Danzig,Nov 27 2015,['Pop/Rock'],['Nuclear Blast'],71
Few More Days to Go,Fufanu,Nov 27 2015,['Pop/Rock'],['One Little Indian'],76
Silver Liner,Ethan Johns,Nov 27 2015,['Pop/Rock'],['Three Crows Records'],77
Find What You Love and Let It Kill You,Hurricane #1,Nov 27 2015,['Pop/Rock'],['Tapete Records'],65
Nursery Rhymes,Bill Wells,Nov 27 2015,['Jazz'],['Karaoke Kalk'],72
Futures,Butterfly Child,Nov 27 2015,['Pop/Rock'],['Dellorso'],78
Listen to Formation Look for the Signs,Nadia Reid,Nov 27 2015,['Folk'],['CTD'],81
I Abused Animal,Heather Leigh,Nov 27 2015,['Pop/Rock'],['Editions Mego'],84
Jura,Robbie Fulks,Nov 27 2015,['Folk'],['Bloodshot Records'],80
Black Rivers,Black Rivers,Nov 26 2015,['Pop/Rock'],['Ignition Records'],77
Saint Cecilia EP,Foo Fighters,Nov 23 2015,['Rock'],['RCA'],76
Mutant,Arca,Nov 20 2015,['Electronic'],['Mute'],81
25,Adele,Nov 20 2015,['Pop/Rock'],['Sony Music'],75
Shadow of a Doubt,Freddie Gibbs,Nov 20 2015,['Rap'],[],78
Pure Mood,Ringo Deathstarr,Nov 20 2015,['Pop/Rock'],['Reverberation'],74
The Complete Matrix Tapes [Box Set],The Velvet Underground,Nov 20 2015,['Pop/Rock'],['Polydor'],86
Dark Sky Island,Enya,Nov 20 2015,['New Age'],['Warner Bros.'],78
Hexadic II,Six Organs of Admittance,Nov 20 2015,['Pop/Rock'],['Drag City'],73
Top 5 Dead or Alive,Jadakiss,Nov 20 2015,['Rap'],['Def Jam'],73
Live in Paris,Tinariwen,Nov 20 2015,['International'],['Anti'],83
Wild Winter,Smoke Fairies,Nov 20 2015,['Pop/Rock'],['Full Time Hobby'],76
Asperities,Julia Kent,Nov 20 2015,['Avant-Garde'],['Leaf'],84
Film Music [Box Set],Mikael Tariverdiev,Nov 20 2015,['Stage & Screen'],['Earth Records'],88
Pleasure,Club 8,Nov 20 2015,['Pop/Rock'],['Labrador'],74
Matt Berry & the Maypoles Live,Matt Berry & the Maypoles,Nov 20 2015,['Pop/Rock'],['Acid Jazz'],61
Sold Out,DJ Paypal,Nov 13 2015,['Dance'],['Brainfeeder'],77
Montage Of Heck: The Home Recordings,Kurt Cobain,Nov 13 2015,['Soundtrack'],"['UMe ', ' Universal']",56
Alone in the Universe,Jeff Lynne's ELO,Nov 13 2015,['Pop/Rock'],['RCA'],75
Paper Mâché Dream Balloon,King Gizzard & the Lizard Wizard,Nov 13 2015,['Pop/Rock'],['ATO'],71
10 Years Solo Live [Box Set],Brad Mehldau,Nov 13 2015,['Jazz'],['Nonesuch'],84
Highly Deadly Black Tarantula,Teeth of the Sea,Nov 13 2015,['Pop/Rock'],['Rocket Recordings'],81
Black Record,Rocket from the Tombs,Nov 13 2015,['Pop/Rock'],['Fire Records'],73
Garden of Delete,Oneohtrix Point Never,Nov 13 2015,['Electronic'],['Warp'],79
Aquaria,Boots,Nov 13 2015,['R&B'],['Columbia'],68
Made in the A.M.,One Direction,Nov 13 2015,['Pop'],['Columbia'],65
Purpose,Justin Bieber,Nov 13 2015,['Pop'],['Def Jam'],63
Heart Blanche,Cee Lo Green,Nov 13 2015,['Rap'],['Atlantic'],57
AmERICa,Wreckless Eric,Nov 13 2015,['Pop/Rock'],['Fire Records'],81
Free TC,Ty Dolla $ign,Nov 13 2015,['Rap'],['Atlantic'],76
First Comes the Night,Chris Isaak,Nov 13 2015,['Pop/Rock'],['Vanguard'],71
Songs in the Dark,The Wainwright Sisters,Nov 13 2015,['Folk'],['PIAS'],73
Beings,Lanterns on the Lake,Nov 13 2015,['Pop/Rock'],['Bella Union'],79
The Miraculous,Anna von Hausswolff,Nov 13 2015,['Pop/Rock'],['Relativity Entertainment'],82
Riot Boi,Le1f,Nov 13 2015,['Rap'],['Terrible'],78
Know It All,Alessia Cara,Nov 13 2015,['R&B'],['Def Jam'],70
Chorusgirl,Chorusgirl,Nov 13 2015,['Pop/Rock'],['Fortuna Pop'],82
Modern Dancing,TRAAMS,Nov 13 2015,['Pop/Rock'],['Fat Cat'],74
Kylie Christmas,Kylie Minogue,Nov 13 2015,['Holiday'],['Atlantic'],55
The Incredible True Story,Logic,Nov 13 2015,['Rap'],['Def Jam'],75
Church in These Streets,Jeezy,Nov 13 2015,['Rap'],['Def Jam'],69
